id,para_id,surah_id,verse_id,name_id
1153,5,4,57,57
1154,23,38,58,57
1155,4,4,12,57
1156,10,9,24,57
1157,25,43,70,57
1158,8,6,139,57
1159,19,25,74,57
1160,2,2,222,58
1161,2,2,231,58
1162,2,2,232,58
1163,2,2,236,58
1164,4,4,4,58
1165,4,4,19,58
1166,5,4,43,58
1167,6,5,6,58
1168,28,65,1,58
1169,2,2,187,58
1170,28,65,4,58
1171,2,2,226,58
1172,28,58,3,58
1173,2,2,223,58
1174,4,4,7,58
1175,5,4,32,58
1176,2,2,187,58
1177,2,2,235,58
1178,3,3,14,58
1179,3,3,42,58
1180,4,4,3,58
1181,4,4,15,58
1182,4,4,22,58
1183,4,4,23,58
1184,5,4,24,58
1185,5,4,32,58
1186,5,4,34,58
1187,5,4,75,58
1188,5,4,98,58
1189,5,4,127,58
1190,5,4,129,58
1191,8,7,81,58
1192,18,24,31,58
1193,18,24,60,58
1194,19,27,55,58
1195,22,33,32,58
1196,22,33,59,58
1197,28,58,2,58
1198,28,58,3,58
1199,28,65,4,58
1200,29,76,19,59
1201,27,52,24,59
1202,27,56,17,59
1203,1,2,43,60
1204,1,2,83,60
1205,1,2,110,60
1206,2,2,177,60
1207,3,2,277,60
1208,5,4,77,60
1209,6,4,162,60
1210,6,5,12,60
1211,6,5,55,60
1212,9,7,156,60
1213,10,9,5,60
1214,10,9,11,60
1215,10,9,18,60
1216,10,9,71,60
1217,17,22,41,60
1218,17,22,78,60
1219,18,24,56,60
1220,19,27,3,60
1221,22,33,33,60
1222,24,41,7,60
1223,28,58,13,60
1224,29,73,20,60
1225,30,98,5,60
1226,6,5,1,4
1227,6,5,4,1
1228,6,5,3,4
1229,6,5,2,4
1230,7,5,94,4
1231,7,5,94,4
1232,3,2,275,61
1233,3,2,276,61
1234,3,2,278,61
1235,4,3,130,61
1236,6,4,161,61
1237,6,5,44,61
1238,6,5,63,61
1239,2,2,177,62
1240,30,89,20,62
1241,26,47,36,62
1242,2,2,155,62
1243,15,17,64,62
1244,27,57,20,62
1245,2,2,167,62
1246,3,2,264,62
1247,10,8,48,62
1248,12,11,15,62
1249,12,11,111,62
1250,14,16,63,62
1251,19,27,4,62
1252,19,27,24,62
1253,20,29,38,62
1254,21,33,19,62
1255,26,46,19,62
1256,26,47,1,62
1257,26,47,4,62
1258,26,47,8,62
1259,26,47,9,62
1260,26,47,28,62
1261,26,47,32,62
1262,30,92,18,62
1263,30,99,6,62
1264,30,104,3,62
1265,13,13,26,62
1266,15,17,30,62
1267,20,28,82,62
1268,20,29,17,62
1269,21,29,62,62
1270,21,30,37,62
1271,22,34,36,62
1272,22,34,39,62
1273,24,39,52,62
1274,25,42,12,62
1275,25,42,27,62
