_id,city,time_zone,country,latitude,longitude,timezone_name
383,Girona,"(GMT+01:00) Brussels, Copenhagen, Madrid, Paris",Spain,41.981666564941406,2.82361102104187,"Romance Standard Time"
384,Giurgiu,"(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius",Romania,43.900001525878906,25.96666717529297,"FLE Standard Time"
385,Gladstone,"(GMT+10:00) Brisbane",Australia,-23.850000381469727,151.26666259765625,"E. Australia Standard Time"
386,Glasgow,"(GMT) Dublin, Edinburgh, Lisbon, London","United Kingdom",55.86666488647461,-4.266666889190674,"GMT Standard Time"
387,Gloucester,"(GMT) Dublin, Edinburgh, Lisbon, London","United Kingdom",51.88333511352539,-2.25,"GMT Standard Time"
388,"Golden, BC","(GMT-07:00) Mountain Time (US & Canada)",Canada,51.296112060546875,-116.96305847167969,"Mountain Standard Time"
389,Gosford,"(GMT+10:00) Canberra, Melbourne, Sydney",Australia,-33.427223205566406,151.3433380126953,"AUS Eastern Standard Time"
390,Gothenburg,"(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",Sweden,57.68333435058594,11.966666221618652,"W. Europe Standard Time"
391,Grafton,"(GMT+10:00) Canberra, Melbourne, Sydney",Australia,-29.683332443237305,152.93333435058594,"AUS Eastern Standard Time"
392,Granada,"(GMT+01:00) Brussels, Copenhagen, Madrid, Paris",Spain,37.16666793823242,-3.5999999046325684,"Romance Standard Time"
393,Granada,"(GMT-06:00) Central America",Nicaragua,11.928055763244629,-85.95999908447266,"Central America Standard Time"
394,"Grand Rapids, MI","(GMT-05:00) Eastern Time (US & Canada)","United States",42.96666717529297,-85.66666412353516,"Eastern Standard Time"
395,Grand-Bassam,"(GMT) Greenwich Mean Time","Cote d`Ivoire",5.199999809265137,-3.7333333492279053,"Greenwich Standard Time"
396,Grasse,"(GMT+01:00) Brussels, Copenhagen, Madrid, Paris",France,43.65861129760742,6.923611164093018,"Romance Standard Time"
397,Gratkorn,"(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",Austria,47.1349983215332,15.340277671813965,"W. Europe Standard Time"
398,Graz,"(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",Austria,47.070556640625,15.438055992126465,"W. Europe Standard Time"
399,"Great Falls, MT","(GMT-07:00) Mountain Time (US & Canada)","United States",47.50027847290039,-111.30083465576172,"Mountain Standard Time"
400,Grenoble,"(GMT+01:00) Brussels, Copenhagen, Madrid, Paris",France,45.18333435058594,5.7166666984558105,"Romance Standard Time"
401,Guadalajara,"(GMT-06:00) Guadalajara, Mexico City, Monterrey",Mexico,20.666702270507812,-103.33329772949219,"Mexico Standard Time"
402,Guangzhou,"(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi",China,23.116666793823242,113.26667022705078,"China Standard Time"
403,"Guatemala City","(GMT-06:00) Guatemala",Guatemala,14.625,-90.53277587890625,"Guatemala Standard Time"
404,Guayaquil,"(GMT-05:00) Bogota, Lima, Quito",Ecuador,-2.200000047683716,-79.9000015258789,"SA Pacific Standard Time"
405,Guaymas,"(GMT-07:00) Arizona",Mexico,27.913888931274414,-110.9022216796875,"US Mountain Standard Time"
406,"Guelph, ON","(GMT-05:00) Eastern Time (US & Canada)",Canada,43.54999923706055,-80.25,"Eastern Standard Time"
407,Gulbarga,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi",India,17.329999923706055,76.83000183105469,"India Standard Time"
408,Gyor,"(GMT+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague",Hungary,47.684165954589844,17.635000228881836,"Central Europe Standard Time"
409,Gyumri,"(GMT+04:00) Yerevan",Armenia,40.78944396972656,43.84749984741211,"Armenia Standard Time"
410,Hagatna,"(GMT+10:00) Guam, Port Moresby",Guam,13.466666221618652,144.75,"West Pacific Standard Time"
411,"Hai Phong","(GMT+07:00) Bangkok, Hanoi, Jakarta",Vietnam,20.86138916015625,106.67972564697266,"SE Asia Standard Time"
412,Haifa,"(GMT+02:00) Tel Aviv, Jerusalem",Israel,32.81194305419922,34.9988899230957,"Israel Standard Time"
413,Halab,"(GMT+02:00) Syria",Syria,36.21666717529297,37.16666793823242,"Syria Standard Time"
414,"Halifax, NS","(GMT-04:00) Atlantic Time (Canada)",Canada,44.64611053466797,-63.573612213134766,"Atlantic Standard Time"
415,Halle,"(GMT+01:00) Brussels, Copenhagen, Madrid, Paris",Belgium,50.73694610595703,4.237222194671631,"Romance Standard Time"
416,Hama,"(GMT+02:00) Syria",Syria,35.13333511352539,36.75,"Syria Standard Time"
417,Hamburg,"(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",Germany,53.54999923706055,10.0,"W. Europe Standard Time"
418,Hamilton,"(GMT-04:00) Atlantic Time (Canada)",Bermuda,32.29999923706055,-64.80000305175781,"Atlantic Standard Time"
419,"Hamilton, ON","(GMT-05:00) Eastern Time (US & Canada)",Canada,43.25,-79.8499984741211,"Eastern Standard Time"
420,Hammerfest,"(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",Norway,70.68333435058594,23.700000762939453,"W. Europe Standard Time"
421,Hanamkonda,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi",India,18.016666412353516,79.63333129882812,"India Standard Time"
422,Hangzhou,"(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi",China,30.273611068725586,120.15528106689453,"China Standard Time"
423,Hanjiang,"(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi",China,25.46666717529297,119.11666870117188,"China Standard Time"
424,Hannover,"(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",Germany,52.38333511352539,9.733333587646484,"W. Europe Standard Time"
425,Hanoi,"(GMT+07:00) Bangkok, Hanoi, Jakarta",Vietnam,21.016666412353516,105.88333129882812,"SE Asia Standard Time"
426,Harare,"(GMT+02:00) Harare, Pretoria",Zimbabwe,-17.83333396911621,31.049999237060547,"South Africa Standard Time"
427,Harbin,"(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi",China,45.75,126.61666870117188,"China Standard Time"
428,Harstad,"(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",Norway,68.80000305175781,16.566667556762695,"W. Europe Standard Time"
429,Hassan,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi",India,13.007222175598145,76.09444427490234,"India Standard Time"
430,Hastings,"(GMT+12:00) Auckland, Wellington","New Zealand",-39.63999938964844,176.8413848876953,"New Zealand Standard Time"
431,"Hat Yai","(GMT+07:00) Bangkok, Hanoi, Jakarta",Thailand,7.001944541931152,100.45722198486328,"SE Asia Standard Time"
432,Havana,"(GMT-05:00) Cuba Standard Time",Cuba,23.133054733276367,-81.61666870117188,"Cuba Standard Time"
433,Heerlen,"(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",Netherlands,50.883056640625,5.980833530426025,"W. Europe Standard Time"
434,"Helena, MT","(GMT-07:00) Mountain Time (US & Canada)","United States",46.59111022949219,-112.02055358886719,"Mountain Standard Time"
435,Helsingborg,"(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",Sweden,56.04999923706055,12.699999809265137,"W. Europe Standard Time"
436,Helsingor,"(GMT+01:00) Brussels, Copenhagen, Madrid, Paris",Denmark,56.0363883972168,12.613333702087402,"Romance Standard Time"
437,Helsinki,"(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius",Finland,60.16666793823242,24.96666717529297,"FLE Standard Time"
438,Heredia,"(GMT-06:00) Central America","Costa Rica",9.991944313049316,-84.12000274658203,"Central America Standard Time"
439,Hermosillo,"(GMT-07:00) Arizona",Mexico,29.09166717529297,-110.94583129882812,"US Mountain Standard Time"
440,Hikkaduwa,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","Sri Lanka",6.128055572509766,80.10444641113281,"India Standard Time"
441,"Hillsboro, OR","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States",45.52305603027344,-122.98860931396484,"Pacific Standard Time"
442,"Hilo, HI","(GMT-10:00) Hawaii","United States",19.69333267211914,-155.09056091308594,"Hawaiian Standard Time"
443,Hiroshima,"(GMT+09:00) Osaka, Sapporo, Tokyo",Japan,34.38333511352539,132.43333435058594,"Tokyo Standard Time"
444,"Ho Chi Minh","(GMT+07:00) Bangkok, Hanoi, Jakarta",Vietnam,10.783333778381348,106.69999694824219,"SE Asia Standard Time"
445,Hobart,"(GMT+10:00) Hobart",Australia,-42.88333511352539,147.31666564941406,"Tasmania Standard Time"
446,Hohhot,"(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi",China,40.81666564941406,111.6500015258789,"China Standard Time"
447,Homagama,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","Sri Lanka",6.8408331871032715,80.01388549804688,"India Standard Time"
448,"Hong Kong","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi",China,22.28333282470703,114.16666412353516,"China Standard Time"
449,Honiara,"(GMT+11:00) Solomon Is., New Caledonia","Solomon Islands",-9.433303833007812,159.95001220703125,"Central Pacific Standard Time"
450,"Honolulu, HI","(GMT-10:00) Hawaii","United States",21.316667556762695,-157.86666870117188,"Hawaiian Standard Time"
451,"Hope, BC","(GMT-08:00) Pacific Time (US & Canada); Tijuana",Canada,49.38055419921875,-121.44444274902344,"Pacific Standard Time"
452,"Hora Sfakion","(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius",Greece,35.20166778564453,24.136943817138672,"FLE Standard Time"
453,Horsens,"(GMT+01:00) Brussels, Copenhagen, Madrid, Paris",Denmark,55.86055374145508,9.849721908569336,"Romance Standard Time"
454,Hostalric,"(GMT+01:00) Brussels, Copenhagen, Madrid, Paris",Spain,41.74638748168945,2.6355555057525635,"Romance Standard Time"
455,"Houston, TX","(GMT-06:00) Central Time (US & Canada)","United States",29.75,-95.383056640625,"Central Standard Time"
456,"Hua Hin","(GMT+07:00) Bangkok, Hanoi, Jakarta",Thailand,12.57027816772461,99.95777893066406,"SE Asia Standard Time"
457,Hubli,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi",India,15.350000381469727,75.13333129882812,"India Standard Time"
458,"Hudson, MA","(GMT-05:00) Eastern Time (US & Canada)","United States",42.391666412353516,-71.56666564941406,"Eastern Standard Time"
459,Huelva,"(GMT+01:00) Brussels, Copenhagen, Madrid, Paris",Spain,37.25,-6.949999809265137,"Romance Standard Time"
460,Huizhou,"(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi",China,23.1119441986084,114.4161148071289,"China Standard Time"
461,"Huntingdon, QC","(GMT-05:00) Eastern Time (US & Canada)",Canada,45.09194564819336,-74.17666625976562,"Eastern Standard Time"
462,"Huntington, WV","(GMT-05:00) Eastern Time (US & Canada)","United States",38.41055679321289,-82.4286117553711,"Eastern Standard Time"
463,Hyderabad,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi",India,17.399999618530273,78.48332977294922,"India Standard Time"
464,Iasi,"(GMT+02:00) Bucharest",Romania,47.1702766418457,27.58361053466797,"E. Europe Standard Time"
465,Ibadan,"(GMT+01:00) West Central Africa",Nigeria,7.396389007568359,3.9166667461395264,"W. Central Africa Standard Time"
466,Ibb,"(GMT+03:00) Kuwait, Riyadh",Yemen,13.966388702392578,44.16638946533203,"Arab Standard Time"
467,Igoumenitsa,"(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius",Greece,39.504722595214844,20.26277732849121,"FLE Standard Time"
468,Iligan,"(GMT+08:00) Kuala Lumpur, Singapore",Philippines,8.23277759552002,124.24028015136719,"Singapore Standard Time"
469,"Indianapolis, IN","(GMT-05:00) Eastern Time (US & Canada)","United States",39.766387939453125,-86.1500015258789,"Eastern Standard Time"
470,"Inuvik, NT","(GMT-07:00) Mountain Time (US & Canada)",Canada,68.3580551147461,-133.72361755371094,"Mountain Standard Time"
471,"Iqaluit, NU","(GMT-05:00) Eastern Time (US & Canada)",Canada,63.741390228271484,-68.50971984863281,"Eastern Standard Time"
472,Iraklion,"(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius",Greece,35.32027816772461,25.143611907958984,"FLE Standard Time"
473,Irkutsk,"(GMT+08:00) Irkutsk",Russia,52.266387939453125,104.33305358886719,"Ikrutsk Standard Time"
474,"Irvine, CA","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States",33.671390533447266,-117.79138946533203,"Pacific Standard Time"
475,Istanbul,"(GMT+02:00) Turkey",Turkey,41.016387939453125,28.950000762939453,"Turkey Standard Time"
476,Itahari,"(GMT+05:45) Kathmandu",Nepal,26.66666603088379,87.28360748291016,"Nepal Standard Time"
477,Ivalo,"(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius",Finland,68.6500015258789,27.58333396911621,"FLE Standard Time"
478,Ivanovo,"(GMT+03:00) Moscow, St. Petersburg, Volgograd",Russia,57.016666412353516,41.016666412353516,"Russian Standard Time"
479,Ixtapa,"(GMT-06:00) Guadalajara, Mexico City, Monterrey",Mexico,17.65333366394043,-101.59722137451172,"Mexico Standard Time"
480,Izhevsk,"(GMT+03:00) Moscow, St. Petersburg, Volgograd",Russia,56.84972381591797,53.233333587646484,"Russian Standard Time"
481,Izmir,"(GMT+02:00) Turkey",Turkey,38.42388916015625,27.142778396606445,"Turkey Standard Time"
482,"Jackson, MS","(GMT-06:00) Central Time (US & Canada)","United States",32.29999923706055,-90.18333435058594,"Central Standard Time"
483,"Jacksonville, FL","(GMT-05:00) Eastern Time (US & Canada)","United States",30.33333396911621,-81.6500015258789,"Eastern Standard Time"
484,Jaen,"(GMT+01:00) Brussels, Copenhagen, Madrid, Paris",Spain,37.76583480834961,-3.7894444465637207,"Romance Standard Time"
485,Jaipur,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi",India,26.899999618530273,75.80000305175781,"India Standard Time"
486,Jakarta,"(GMT+07:00) Bangkok, Hanoi, Jakarta",Indonesia,-6.1743927001953125,106.82940673828125,"SE Asia Standard Time"
487,Jamestown,"(GMT) Greenwich Mean Time","Saint Helena",-15.916666984558105,-5.699999809265137,"Greenwich Standard Time"
488,Jammu,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi",India,32.70888900756836,74.85250091552734,"India Standard Time"
489,Jamshedpur,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi",India,22.778610229492188,86.2088851928711,"India Standard Time"
490,"Jasper, AB","(GMT-07:00) Mountain Time (US & Canada)",Canada,52.87916564941406,-118.08027648925781,"Mountain Standard Time"
491,Jeddah,"(GMT+03:00) Kuwait, Riyadh","Saudi Arabia",21.543611526489258,39.17305374145508,"Arab Standard Time"
492,"Jefferson City, MO","(GMT-06:00) Central Time (US & Canada)","United States",38.57666778564453,-92.17361450195312,"Central Standard Time"
493,"Jersey City, NJ","(GMT-05:00) Eastern Time (US & Canada)","United States",40.72805404663086,-74.07777404785156,"Eastern Standard Time"
494,Jerusalem,"(GMT+02:00) Tel Aviv, Jerusalem",Israel,31.766666412353516,35.233333587646484,"Israel Standard Time"
495,Jeypore,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi",India,18.858055114746094,82.57083129882812,"India Standard Time"
496,Jilin,"(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi",China,43.849998474121094,126.56666564941406,"China Standard Time"
497,Jinan,"(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi",China,36.650001525878906,116.96666717529297,"China Standard Time"
498,Jinzhou,"(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi",China,39.100276947021484,121.71916961669922,"China Standard Time"
499,"Joao Pessoa","(GMT-03:00) Georgetown, South America Eastern Time",Brazil,-7.131666660308838,-34.85388946533203,"SA Eastern Standard Time"
500,Johannesburg,"(GMT+02:00) Harare, Pretoria","South Africa",-26.25,28.0,"South Africa Standard Time"
501,Juba,"(GMT+03:00) Nairobi","South Sudan",4.864999771118164,31.600276947021484,"E. Africa Standard Time"
502,Jujuy,"(GMT-03:00) Georgetown, South America Eastern Time",Argentina,-24.197778701782227,-65.30083465576172,"SA Eastern Standard Time"
503,Kabardinka,"(GMT+03:00) Moscow, St. Petersburg, Volgograd",Russia,44.650001525878906,37.95000076293945,"Russian Standard Time"
504,Kabul,"(GMT+04:30) Kabul",Afghanistan,34.516666412353516,69.18333435058594,"Afghanistan Standard Time"
505,Kaduna,"(GMT+01:00) West Central Africa",Nigeria,10.516666412353516,7.433333396911621,"W. Central Africa Standard Time"
506,Kagoshima,"(GMT+09:00) Osaka, Sapporo, Tokyo",Japan,31.566667556762695,130.5500030517578,"Tokyo Standard Time"
507,Kaikoura,"(GMT+12:00) Auckland, Wellington","New Zealand",-42.4022216796875,173.68055725097656,"New Zealand Standard Time"
508,Kaliningrad,"(GMT+02:00) Kaliningrad",Russia,54.70000076293945,20.5,"Kaliningrad Standard Time"
509,Kalmar,"(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",Sweden,56.66666793823242,16.366666793823242,"W. Europe Standard Time"
510,Kalutara,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","Sri Lanka",6.589444637298584,79.9808349609375,"India Standard Time"
511,"Kamloops, BC","(GMT-08:00) Pacific Time (US & Canada); Tijuana",Canada,50.676666259765625,-120.3388900756836,"Pacific Standard Time"
512,Kampala,"(GMT+03:00) Nairobi",Uganda,0.3166666626930237,32.58333206176758,"E. Africa Standard Time"
513,Kandahar,"(GMT+04:30) Kabul",Afghanistan,31.6108341217041,65.70027923583984,"Afghanistan Standard Time"
514,Kandy,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","Sri Lanka",7.284444332122803,80.63749694824219,"India Standard Time"
515,Kanpur,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi",India,26.450000762939453,80.31666564941406,"India Standard Time"
516,"Kansas City, MO","(GMT-06:00) Central Time (US & Canada)","United States",39.09972381591797,-94.58333587646484,"Central Standard Time"
517,Kanyakumari,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi",India,8.084166526794434,77.54194641113281,"India Standard Time"
518,"Karlovy Vary","(GMT+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague","Czech Republic",50.23222351074219,12.87138843536377,"Central Europe Standard Time"
519,Karlstad,"(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",Sweden,59.38333511352539,13.516666412353516,"W. Europe Standard Time"
520,Kasaragod,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi",India,12.5,74.98332977294922,"India Standard Time"
521,Kasauli,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi",India,30.899723052978516,76.96722412109375,"India Standard Time"
522,Kathmandu,"(GMT+05:45) Kathmandu",Nepal,27.700000762939453,85.31658935546875,"Nepal Standard Time"
523,Kaunas,"(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius",Lithuania,54.900001525878906,23.899999618530273,"FLE Standard Time"
524,Kawasaki,"(GMT+09:00) Osaka, Sapporo, Tokyo",Japan,35.524166107177734,139.71417236328125,"Tokyo Standard Time"
525,Kazan,"(GMT+03:00) Moscow, St. Petersburg, Volgograd",Russia,55.75,49.13333511352539,"Russian Standard Time"
526,Keel,"(GMT) Dublin, Edinburgh, Lisbon, London",Ireland,53.975833892822266,-10.08388900756836,"GMT Standard Time"
527,"Kelowna, BC","(GMT-08:00) Pacific Time (US & Canada); Tijuana",Canada,49.883609771728516,-119.49361419677734,"Pacific Standard Time"
528,Kemerovo,"(GMT+06:00) Novosibirsk",Russia,55.37138748168945,86.05249786376953,"Novosibirsk Standard Time"
529,Kendari,"(GMT+08:00) Kuala Lumpur, Singapore",Indonesia,-3.968611001968384,122.52111053466797,"Singapore Standard Time"
530,Kerikeri,"(GMT+12:00) Auckland, Wellington","New Zealand",-35.22444534301758,173.95138549804688,"New Zealand Standard Time"
531,Khabarovsk,"(GMT+10:00) Khabarovsk",Russia,48.41666793823242,135.11666870117188,"Khabarovsk Standard Time"
532,Kharkov,"(GMT+02:00) Ukraine",Ukraine,49.99361038208008,36.23027801513672,"Ukraine Standard Time"
533,Khartoum,"(GMT+03:00) Nairobi",Sudan,15.583333015441895,32.53333282470703,"E. Africa Standard Time"
534,Kiel,"(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",Germany,54.33333206176758,10.116666793823242,"W. Europe Standard Time"
535,Kiev,"(GMT+02:00) Ukraine",Ukraine,50.43305587768555,30.516666412353516,"Ukraine Standard Time"
536,Kigali,"(GMT+02:00) Harare, Pretoria",Rwanda,-1.9500000476837158,30.066667556762695,"South Africa Standard Time"
537,Killarney,"(GMT) Dublin, Edinburgh, Lisbon, London",Ireland,52.06666564941406,-9.516666412353516,"GMT Standard Time"
538,Kimberley,"(GMT+02:00) Harare, Pretoria","South Africa",-28.74333381652832,24.762500762939453,"South Africa Standard Time"
539,Kingston,"(GMT-05:00) Bogota, Lima, Quito",Jamaica,17.96666717529297,-75.19999694824219,"SA Pacific Standard Time"
540,"Kingston, Norfolk Island","(GMT+11:00) Norfolk Island",Australia,-29.049999237060547,167.93333435058594,"Norfolk Island Standard Time"
541,"Kingston, ON","(GMT-05:00) Eastern Time (US & Canada)",Canada,44.233333587646484,-76.5,"Eastern Standard Time"
542,Kingstown,"(GMT-04:00) La Paz","Saint Vincent and the Grenadines",13.199999809265137,-61.266666412353516,"SA Western Standard Time"
543,Kinshasa,"(GMT+01:00) West Central Africa","Congo Democratic Republic of the",-4.316666603088379,15.300000190734863,"W. Central Africa Standard Time"
544,Kiruna,"(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",Sweden,67.8499984741211,20.266666412353516,"W. Europe Standard Time"
545,"Kitchener, ON","(GMT-05:00) Eastern Time (US & Canada)",Canada,43.45000076293945,-80.5,"Eastern Standard Time"
546,Knysna,"(GMT+02:00) Harare, Pretoria","South Africa",-34.06472396850586,23.08194351196289,"South Africa Standard Time"
547,Kochi,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi",India,10.016666412353516,76.21666717529297,"India Standard Time"
548,Kodaikanal,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi",India,10.235555648803711,77.48750305175781,"India Standard Time"
549,Kolhapur,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi",India,16.697778701782227,74.22638702392578,"India Standard Time"
550,Kolkata,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi",India,22.53333282470703,88.36959838867188,"India Standard Time"
551,"Koloa, HI","(GMT-10:00) Hawaii","United States",21.906665802001953,-159.4691619873047,"Hawaiian Standard Time"
552,Kolobrzeg,"(GMT+01:00) Sarajevo, Skopje, Warsaw, Zagreb",Poland,54.18166732788086,15.569722175598145,"Central European Standard Time"
553,Kolomna,"(GMT+03:00) Moscow, St. Petersburg, Volgograd",Russia,55.086944580078125,38.77777862548828,"Russian Standard Time"
554,Kolonia,"(GMT+11:00) Solomon Is., New Caledonia","Federated States of Micronesia",6.960833549499512,158.20889282226562,"Central Pacific Standard Time"
555,Konark,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi",India,19.899999618530273,86.19999694824219,"India Standard Time"
556,Kone,"(GMT+11:00) Solomon Is., New Caledonia","New Caledonia",-21.063888549804688,164.85360717773438,"Central Pacific Standard Time"
557,Konin,"(GMT+01:00) Sarajevo, Skopje, Warsaw, Zagreb",Poland,52.22305679321289,18.25111198425293,"Central European Standard Time"
558,Koror,"(GMT+09:00) Osaka, Sapporo, Tokyo",Palau,7.349999904632568,134.48333740234375,"Tokyo Standard Time"
559,Kos,"(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius",Greece,36.897499084472656,27.28611183166504,"FLE Standard Time"
560,"Kosciusko, MS","(GMT-06:00) Central Time (US & Canada)","United States",33.04999923706055,-89.58333587646484,"Central Standard Time"
561,Kostroma,"(GMT+03:00) Moscow, St. Petersburg, Volgograd",Russia,57.766666412353516,40.95000076293945,"Russian Standard Time"
562,"Kota Kinabalu","(GMT+08:00) Kuala Lumpur, Singapore",Malaysia,5.976388931274414,116.11583709716797,"Singapore Standard Time"
563,Kotka,"(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius",Finland,60.46666717529297,26.933332443237305,"FLE Standard Time"
564,Kotor,"(GMT+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague",Montenegro,42.419166564941406,18.767499923706055,"Central Europe Standard Time"
565,Kovrov,"(GMT+03:00) Moscow, St. Petersburg, Volgograd",Russia,56.36666488647461,41.33333206176758,"Russian Standard Time"
566,Kowloon,"(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi",China,22.299999237060547,114.18333435058594,"China Standard Time"
567,Krakow,"(GMT+01:00) Sarajevo, Skopje, Warsaw, Zagreb",Poland,50.05527877807617,19.927499771118164,"Central European Standard Time"
568,Krasnoyarsk,"(GMT+07:00) Krasnoyarsk",Russia,56.00833511352539,92.76667022705078,"Krasnoyarsk Standard Time"
569,Kristiansand,"(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",Norway,58.150001525878906,8.0,"W. Europe Standard Time"
570,Kristianstad,"(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",Sweden,56.03333282470703,14.166666984558105,"W. Europe Standard Time"
571,Kronstadt,"(GMT+03:00) Moscow, St. Petersburg, Volgograd",Russia,59.983333587646484,29.78333282470703,"Russian Standard Time"
572,"Kuala Lumpur","(GMT+08:00) Kuala Lumpur, Singapore",Malaysia,3.1667022705078125,101.70001220703125,"Singapore Standard Time"
573,Kuching,"(GMT+08:00) Kuala Lumpur, Singapore",Malaysia,1.53083336353302,110.34416961669922,"Singapore Standard Time"
574,Kulusuk,"(GMT-03:00) Greenland",Greenland,65.56805419921875,-37.1875,"Greenland Standard Time"
575,Kumanovo,"(GMT+01:00) Sarajevo, Skopje, Warsaw, Zagreb",Macedonia,42.13055419921875,21.721111297607422,"Central European Standard Time"
576,Kumbakonam,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi",India,10.966666221618652,79.38333129882812,"India Standard Time"
577,Kungur,"(GMT+05:00) Ekaterinburg",Russia,57.43333435058594,56.95000076293945,"Ekaterinburg Standard Time"
578,Kunming,"(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi",China,25.066667556762695,102.68333435058594,"China Standard Time"
579,Kupang,"(GMT+08:00) Kuala Lumpur, Singapore",Indonesia,-10.166666984558105,123.58333587646484,"Singapore Standard Time"
580,Kurgan,"(GMT+05:00) Ekaterinburg",Russia,55.453609466552734,65.34222412109375,"Ekaterinburg Standard Time"
581,Kursk,"(GMT+03:00) Moscow, St. Petersburg, Volgograd",Russia,51.733333587646484,36.166664123535156,"Russian Standard Time"
582,Kurunegala,"(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","Sri Lanka",7.483333110809326,80.36666870117188,"India Standard Time"
583,Kuwait,"(GMT+03:00) Kuwait, Riyadh",Kuwait,29.33333396911621,48.0,"Arab Standard Time"
584,Kyaikto,"(GMT+06:30) Rangoon",Burma,17.308610916137695,97.01860809326172,"Myanmar Standard Time"
585,Kyoto,"(GMT+09:00) Osaka, Sapporo, Tokyo",Japan,35.016666412353516,135.75,"Tokyo Standard Time"
586,"La Jolla, CA","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States",32.84749984741211,-117.27471923828125,"Pacific Standard Time"
587,"La Libertad","(GMT-06:00) Central America","El Salvador",13.566666603088379,-89.28333282470703,"Central America Standard Time"
588,"La Paz","(GMT-04:00) La Paz",Bolivia,-16.049999237060547,-68.01499938964844,"SA Western Standard Time"
