Ayat_ID,surat_ID,para_ID,only_aayat_no,mark
1356,9,11,113,0
1357,9,11,114,0
1358,9,11,115,0
1359,9,11,116,0
1360,9,11,117,0
1361,9,11,118,0
1362,9,11,119,0
1363,9,11,120,0
1364,9,11,121,0
1365,9,11,122,0
1366,9,11,123,0
1367,9,11,124,0
1368,9,11,125,0
1369,9,11,126,0
1370,9,11,127,0
1371,9,11,128,0
1372,9,11,129,0
1373,10,11,0,0
1374,10,11,1,0
1375,10,11,2,0
1376,10,11,3,0
1377,10,11,4,0
1378,10,11,5,0
1379,10,11,6,0
1380,10,11,7,0
1381,10,11,8,0
1382,10,11,9,0
1383,10,11,10,0
1384,10,11,11,0
1385,10,11,12,0
1386,10,11,13,0
1387,10,11,14,0
1388,10,11,15,0
1389,10,11,16,0
1390,10,11,17,0
1391,10,11,18,0
1392,10,11,19,0
1393,10,11,20,0
1394,10,11,21,0
1395,10,11,22,0
1396,10,11,23,0
1397,10,11,24,0
1398,10,11,25,0
1399,10,11,26,0
1400,10,11,27,0
1401,10,11,28,0
1402,10,11,29,0
1403,10,11,30,0
1404,10,11,31,0
1405,10,11,32,0
1406,10,11,33,0
1407,10,11,34,0
1408,10,11,35,0
1409,10,11,36,0
1410,10,11,37,0
1411,10,11,38,0
1412,10,11,39,0
1413,10,11,40,0
1414,10,11,41,0
1415,10,11,42,0
1416,10,11,43,0
1417,10,11,44,0
1418,10,11,45,0
1419,10,11,46,0
1420,10,11,47,0
1421,10,11,48,0
1422,10,11,49,0
1423,10,11,50,0
1424,10,11,51,0
1425,10,11,52,0
1426,10,11,53,0
1427,10,11,54,0
1428,10,11,55,0
1429,10,11,56,0
1430,10,11,57,0
1431,10,11,58,0
1432,10,11,59,0
1433,10,11,60,0
1434,10,11,61,0
1435,10,11,62,0
1436,10,11,63,0
1437,10,11,64,0
1438,10,11,65,0
1439,10,11,66,0
1440,10,11,67,0
1441,10,11,68,0
1442,10,11,69,0
1443,10,11,70,0
1444,10,11,71,0
1445,10,11,72,0
1446,10,11,73,0
1447,10,11,74,0
1448,10,11,75,0
1449,10,11,76,0
1450,10,11,77,0
1451,10,11,78,0
1452,10,11,79,0
1453,10,11,80,0
1454,10,11,81,0
1455,10,11,82,0
1456,10,11,83,0
1457,10,11,84,0
1458,10,11,85,0
1459,10,11,86,0
1460,10,11,87,0
1461,10,11,88,0
1462,10,11,89,0
1463,10,11,90,0
1464,10,11,91,0
1465,10,11,92,0
1466,10,11,93,0
1467,10,11,94,0
1468,10,11,95,0
1469,10,11,96,0
1470,10,11,97,0
1471,10,11,98,0
1472,10,11,99,0
1473,10,11,100,0
1474,10,11,101,0
1475,10,11,102,0
1476,10,11,103,0
1477,10,11,104,0
1478,10,11,105,0
1479,10,11,106,0
1480,10,11,107,0
1481,10,11,108,0
1482,10,11,109,0
1483,11,12,0,0
1484,11,11,1,0
1485,11,11,2,0
1486,11,11,3,0
1487,11,11,4,0
1488,11,11,5,0
1489,11,12,6,0
1490,11,12,7,0
1491,11,12,8,0
1492,11,12,9,0
1493,11,12,10,0
1494,11,12,11,0
1495,11,12,12,0
1496,11,12,13,0
1497,11,12,14,0
1498,11,12,15,0
1499,11,12,16,0
1500,11,12,17,0
1501,11,12,18,0
1502,11,12,19,0
1503,11,12,20,0
1504,11,12,21,0
1505,11,12,22,0
1506,11,12,23,0
1507,11,12,24,0
1508,11,12,25,0
1509,11,12,26,0
1510,11,12,27,0
1511,11,12,28,0
1512,11,12,29,0
1513,11,12,30,0
1514,11,12,31,0
1515,11,12,32,0
1516,11,12,33,0
1517,11,12,34,0
1518,11,12,35,0
1519,11,12,36,0
1520,11,12,37,0
1521,11,12,38,0
1522,11,12,39,0
1523,11,12,40,0
1524,11,12,41,0
1525,11,12,42,0
1526,11,12,43,0
1527,11,12,44,0
1528,11,12,45,0
1529,11,12,46,0
1530,11,12,47,0
1531,11,12,48,0
1532,11,12,49,0
1533,11,12,50,0
1534,11,12,51,0
1535,11,12,52,0
1536,11,12,53,0
1537,11,12,54,0
1538,11,12,55,0
1539,11,12,56,0
1540,11,12,57,0
1541,11,12,58,0
1542,11,12,59,0
1543,11,12,60,0
1544,11,12,61,0
1545,11,12,62,0
1546,11,12,63,0
1547,11,12,64,0
1548,11,12,65,0
1549,11,12,66,0
1550,11,12,67,0
1551,11,12,68,0
1552,11,12,69,0
1553,11,12,70,0
1554,11,12,71,0
1555,11,12,72,0
1556,11,12,73,0
1557,11,12,74,0
1558,11,12,75,0
1559,11,12,76,0
1560,11,12,77,0
1561,11,12,78,0
1562,11,12,79,0
1563,11,12,80,0
1564,11,12,81,0
1565,11,12,82,0
1566,11,12,83,0
1567,11,12,84,0
1568,11,12,85,0
1569,11,12,86,0
1570,11,12,87,0
1571,11,12,88,0
1572,11,12,89,0
1573,11,12,90,0
1574,11,12,91,0
1575,11,12,92,0
1576,11,12,93,0
1577,11,12,94,0
1578,11,12,95,0
1579,11,12,96,0
1580,11,12,97,0
1581,11,12,98,0
1582,11,12,99,0
1583,11,12,100,0
1584,11,12,101,0
1585,11,12,102,0
1586,11,12,103,0
1587,11,12,104,0
1588,11,12,105,0
1589,11,12,106,0
1590,11,12,107,0
1591,11,12,108,0
1592,11,12,109,0
1593,11,12,110,0
1594,11,12,111,0
1595,11,12,112,0
1596,11,12,113,0
1597,11,12,114,0
1598,11,12,115,0
1599,11,12,116,0
1600,11,12,117,0
1601,11,12,118,0
1602,11,12,119,0
1603,11,12,120,0
1604,11,12,121,0
1605,11,12,122,0
1606,11,12,123,0
1607,12,12,0,0
1608,12,12,1,0
1609,12,12,2,0
1610,12,12,3,0
1611,12,12,4,0
1612,12,12,5,0
1613,12,12,6,0
1614,12,12,7,0
1615,12,12,8,0
1616,12,12,9,0
1617,12,12,10,0
1618,12,12,11,0
1619,12,12,12,0
1620,12,12,13,0
1621,12,12,14,0
1622,12,12,15,0
1623,12,12,16,0
1624,12,12,17,0
1625,12,12,18,0
1626,12,12,19,0
1627,12,12,20,0
1628,12,12,21,0
1629,12,12,22,0
1630,12,12,23,0
1631,12,12,24,0
1632,12,12,25,0
1633,12,12,26,0
1634,12,12,27,0
1635,12,12,28,0
1636,12,12,29,0
1637,12,12,30,0
1638,12,12,31,0
1639,12,12,32,0
1640,12,12,33,0
1641,12,12,34,0
1642,12,12,35,0
1643,12,12,36,0
1644,12,12,37,0
1645,12,12,38,0
1646,12,12,39,0
1647,12,12,40,0
1648,12,12,41,0
1649,12,12,42,0
1650,12,12,43,0
1651,12,12,44,0
1652,12,12,45,0
1653,12,12,46,0
1654,12,12,47,0
1655,12,12,48,0
1656,12,12,49,0
1657,12,12,50,0
1658,12,12,51,0
1659,12,12,52,0
1660,12,13,53,0
1661,12,13,54,0
1662,12,13,55,0
1663,12,13,56,0
1664,12,13,57,0
1665,12,13,58,0
1666,12,13,59,0
1667,12,13,60,0
1668,12,13,61,0
1669,12,13,62,0
1670,12,13,63,0
1671,12,13,64,0
1672,12,13,65,0
1673,12,13,66,0
1674,12,13,67,0
1675,12,13,68,0
1676,12,13,69,0
1677,12,13,70,0
1678,12,13,71,0
1679,12,13,72,0
1680,12,13,73,0
1681,12,13,74,0
1682,12,13,75,0
1683,12,13,76,0
1684,12,13,77,0
1685,12,13,78,0
1686,12,13,79,0
1687,12,13,80,0
1688,12,13,81,0
1689,12,13,82,0
1690,12,13,83,0
1691,12,13,84,0
1692,12,13,85,0
1693,12,13,86,0
1694,12,13,87,0
1695,12,13,88,0
1696,12,13,89,0
1697,12,13,90,0
1698,12,13,91,0
1699,12,13,92,0
1700,12,13,93,0
1701,12,13,94,0
1702,12,13,95,0
1703,12,13,96,0
1704,12,13,97,0
1705,12,13,98,0
1706,12,13,99,0
1707,12,13,100,0
1708,12,13,101,0
1709,12,13,102,0
1710,12,13,103,0
1711,12,13,104,0
1712,12,13,105,0
1713,12,13,106,0
1714,12,13,107,0
1715,12,13,108,0
1716,12,13,109,0
1717,12,13,110,0
1718,12,13,111,0
1719,13,13,0,0
1720,13,13,1,0
1721,13,13,2,0
1722,13,13,3,0
1723,13,13,4,0
1724,13,13,5,0
1725,13,13,6,0
1726,13,13,7,0
1727,13,13,8,0
1728,13,13,9,0
1729,13,13,10,0
1730,13,13,11,0
1731,13,13,12,0
1732,13,13,13,0
1733,13,13,14,0
1734,13,13,15,0
1735,13,13,16,0
1736,13,13,17,0
1737,13,13,18,0
1738,13,13,19,0
1739,13,13,20,0
1740,13,13,21,0
1741,13,13,22,0
1742,13,13,23,0
1743,13,13,24,0
1744,13,13,25,0
1745,13,13,26,0
1746,13,13,27,0
1747,13,13,28,0
1748,13,13,29,0
1749,13,13,30,0
1750,13,13,31,0
1751,13,13,32,0
1752,13,13,33,0
1753,13,13,34,0
1754,13,13,35,0
1755,13,13,36,0
1756,13,13,37,0
1757,13,13,38,0
1758,13,13,39,0
1759,13,13,40,0
1760,13,13,41,0
1761,13,13,42,0
1762,13,13,43,0
1763,14,13,0,0
1764,14,13,1,0
1765,14,13,2,0
1766,14,13,3,0
1767,14,13,4,0
1768,14,13,5,0
1769,14,13,6,0
1770,14,13,7,0
1771,14,13,8,0
1772,14,13,9,0
1773,14,13,10,0
1774,14,13,11,0
1775,14,13,12,0
1776,14,13,13,0
1777,14,13,14,0
1778,14,13,15,0
1779,14,13,16,0
1780,14,13,17,0
1781,14,13,18,0
1782,14,13,19,0
1783,14,13,20,0
1784,14,13,21,0
1785,14,13,22,0
1786,14,13,23,0
1787,14,13,24,0
1788,14,13,25,0
1789,14,13,26,0
1790,14,13,27,0
1791,14,13,28,0
1792,14,13,29,0
1793,14,13,30,0
1794,14,13,31,0
1795,14,13,32,0
1796,14,13,33,0
1797,14,13,34,0
1798,14,13,35,0
1799,14,13,36,0
1800,14,13,37,0
1801,14,13,38,0
1802,14,13,39,0
1803,14,13,40,0
1804,14,13,41,0
1805,14,13,42,0
1806,14,13,43,0
1807,14,13,44,0
1808,14,13,45,0
1809,14,13,46,0
1810,14,13,47,0
1811,14,13,48,0
1812,14,13,49,0
1813,14,13,50,0
1814,14,13,51,0
1815,14,13,52,0
1816,15,13,0,0
1817,15,13,1,0
1818,15,14,2,0
1819,15,14,3,0
1820,15,14,4,0
1821,15,14,5,0
1822,15,14,6,0
1823,15,14,7,0
1824,15,14,8,0
1825,15,14,9,0
1826,15,14,10,0
1827,15,14,11,0
1828,15,14,12,0
1829,15,14,13,0
1830,15,14,14,0
1831,15,14,15,0
1832,15,14,16,0
1833,15,14,17,0
1834,15,14,18,0
1835,15,14,19,0
1836,15,14,20,0
1837,15,14,21,0
1838,15,14,22,0
1839,15,14,23,0
1840,15,14,24,0
1841,15,14,25,0
1842,15,14,26,0
1843,15,14,27,0
1844,15,14,28,0
1845,15,14,29,0
1846,15,14,30,0
1847,15,14,31,0
1848,15,14,32,0
1849,15,14,33,0
1850,15,14,34,0
1851,15,14,35,0
1852,15,14,36,0
1853,15,14,37,0
1854,15,14,38,0
1855,15,14,39,0
1856,15,14,40,0
1857,15,14,41,0
1858,15,14,42,0
1859,15,14,43,0
1860,15,14,44,0
1861,15,14,45,0
1862,15,14,46,0
1863,15,14,47,0
1864,15,14,48,0
1865,15,14,49,0
1866,15,14,50,0
1867,15,14,51,0
1868,15,14,52,0
1869,15,14,53,0
1870,15,14,54,0
1871,15,14,55,0
1872,15,14,56,0
1873,15,14,57,0
1874,15,14,58,0
1875,15,14,59,0
1876,15,14,60,0
1877,15,14,61,0
1878,15,14,62,0
1879,15,14,63,0
1880,15,14,64,0
1881,15,14,65,0
1882,15,14,66,0
1883,15,14,67,0
1884,15,14,68,0
1885,15,14,69,0
1886,15,14,70,0
1887,15,14,71,0
1888,15,14,72,0
1889,15,14,73,0
1890,15,14,74,0
1891,15,14,75,0
1892,15,14,76,0
1893,15,14,77,0
1894,15,14,78,0
1895,15,14,79,0
1896,15,14,80,0
1897,15,14,81,0
1898,15,14,82,0
1899,15,14,83,0
1900,15,14,84,0
1901,15,14,85,0
1902,15,14,86,0
1903,15,14,87,0
1904,15,14,88,0
1905,15,14,89,0
1906,15,14,90,0
1907,15,14,91,0
1908,15,14,92,0
1909,15,14,93,0
1910,15,14,94,0
1911,15,14,95,0
1912,15,14,96,0
1913,15,14,97,0
1914,15,14,98,0
1915,15,14,99,0
1916,16,14,0,0
1917,16,14,1,0
1918,16,14,2,0
1919,16,14,3,0
1920,16,14,4,0
1921,16,14,5,0
1922,16,14,6,0
1923,16,14,7,0
1924,16,14,8,0
1925,16,14,9,0
1926,16,14,10,0
1927,16,14,11,0
1928,16,14,12,0
1929,16,14,13,0
1930,16,14,14,0
1931,16,14,15,0
1932,16,14,16,0
1933,16,14,17,0
1934,16,14,18,0
1935,16,14,19,0
1936,16,14,20,0
1937,16,14,21,0
1938,16,14,22,0
1939,16,14,23,0
1940,16,14,24,0
1941,16,14,25,0
1942,16,14,26,0
1943,16,14,27,0
1944,16,14,28,0
1945,16,14,29,0
1946,16,14,30,0
1947,16,14,31,0
1948,16,14,32,0
1949,16,14,33,0
1950,16,14,34,0
1951,16,14,35,0
1952,16,14,36,0
1953,16,14,37,0
1954,16,14,38,0
1955,16,14,39,0
1956,16,14,40,0
1957,16,14,41,0
1958,16,14,42,0
1959,16,14,43,0
1960,16,14,44,0
1961,16,14,45,0
1962,16,14,46,0
1963,16,14,47,0
1964,16,14,48,0
1965,16,14,49,0
1966,16,14,50,0
1967,16,14,51,0
1968,16,14,52,0
1969,16,14,53,0
1970,16,14,54,0
1971,16,14,55,0
1972,16,14,56,0
1973,16,14,57,0
1974,16,14,58,0
1975,16,14,59,0
1976,16,14,60,0
1977,16,14,61,0
1978,16,14,62,0
1979,16,14,63,0
1980,16,14,64,0
1981,16,14,65,0
1982,16,14,66,0
1983,16,14,67,0
1984,16,14,68,0
1985,16,14,69,0
1986,16,14,70,0
1987,16,14,71,0
1988,16,14,72,0
1989,16,14,73,0
1990,16,14,74,0
1991,16,14,75,0
1992,16,14,76,0
1993,16,14,77,0
1994,16,14,78,0
1995,16,14,79,0
1996,16,14,80,0
1997,16,14,81,0
1998,16,14,82,0
1999,16,14,83,0
2000,16,14,84,0
2001,16,14,85,0
2002,16,14,86,0
2003,16,14,87,0
2004,16,14,88,0
2005,16,14,89,0
2006,16,14,90,0
2007,16,14,91,0
2008,16,14,92,0
2009,16,14,93,0
2010,16,14,94,0
2011,16,14,95,0
2012,16,14,96,0
2013,16,14,97,0
2014,16,14,98,0
2015,16,14,99,0
2016,16,14,100,0
2017,16,14,101,0
2018,16,14,102,0
2019,16,14,103,0
2020,16,14,104,0
2021,16,14,105,0
2022,16,14,106,0
2023,16,14,107,0
2024,16,14,108,0
2025,16,14,109,0
2026,16,14,110,0
2027,16,14,111,0
2028,16,14,112,0
2029,16,14,113,0
2030,16,14,114,0
2031,16,14,115,0
2032,16,14,116,0
2033,16,14,117,0
2034,16,14,118,0
2035,16,14,119,0
2036,16,14,120,0
2037,16,14,121,0
2038,16,14,122,0
2039,16,14,123,0
2040,16,14,124,0
2041,16,14,125,0
2042,16,14,126,0
2043,16,14,127,0
2044,16,14,128,0
2045,17,15,0,0
2046,17,15,1,0
2047,17,15,2,0
2048,17,15,3,0
2049,17,15,4,0
2050,17,15,5,0
2051,17,15,6,0
2052,17,15,7,0
2053,17,15,8,0
2054,17,15,9,0
2055,17,15,10,0
2056,17,15,11,0
2057,17,15,12,0
2058,17,15,13,0
2059,17,15,14,0
2060,17,15,15,0
2061,17,15,16,0
2062,17,15,17,0
2063,17,15,18,0
2064,17,15,19,0
2065,17,15,20,0
2066,17,15,21,0
2067,17,15,22,0
2068,17,15,23,0
2069,17,15,24,0
2070,17,15,25,0
2071,17,15,26,0
2072,17,15,27,0
2073,17,15,28,0
2074,17,15,29,0
2075,17,15,30,0
2076,17,15,31,0
2077,17,15,32,0
2078,17,15,33,0
2079,17,15,34,0
2080,17,15,35,0
2081,17,15,36,0
2082,17,15,37,0
2083,17,15,38,0
2084,17,15,39,0
2085,17,15,40,0
2086,17,15,41,0
2087,17,15,42,0
2088,17,15,43,0
2089,17,15,44,0
2090,17,15,45,0
2091,17,15,46,0
2092,17,15,47,0
2093,17,15,48,0
2094,17,15,49,0
2095,17,15,50,0
2096,17,15,51,0
2097,17,15,52,0
2098,17,15,53,0
2099,17,15,54,0
2100,17,15,55,0
2101,17,15,56,0
2102,17,15,57,0
2103,17,15,58,0
2104,17,15,59,0
2105,17,15,60,0
2106,17,15,61,0
2107,17,15,62,0
2108,17,15,63,0
2109,17,15,64,0
2110,17,15,65,0
2111,17,15,66,0
2112,17,15,67,0
2113,17,15,68,0
2114,17,15,69,0
2115,17,15,70,0
2116,17,15,71,0
2117,17,15,72,0
2118,17,15,73,0
2119,17,15,74,0
2120,17,15,75,0
2121,17,15,76,0
2122,17,15,77,0
2123,17,15,78,0
2124,17,15,79,0
2125,17,15,80,0
2126,17,15,81,0
2127,17,15,82,0
2128,17,15,83,0
2129,17,15,84,0
2130,17,15,85,0
2131,17,15,86,0
2132,17,15,87,0
2133,17,15,88,0
2134,17,15,89,0
2135,17,15,90,0
2136,17,15,91,0
2137,17,15,92,0
2138,17,15,93,0
2139,17,15,94,0
2140,17,15,95,0
2141,17,15,96,0
2142,17,15,97,0
2143,17,15,98,0
2144,17,15,99,0
2145,17,15,100,0
2146,17,15,101,0
2147,17,15,102,0
2148,17,15,103,0
2149,17,15,104,0
2150,17,15,105,0
2151,17,15,106,0
2152,17,15,107,0
2153,17,15,108,0
2154,17,15,109,0
2155,17,15,110,0
2156,17,15,111,0
2157,18,15,0,0
2158,18,15,1,0
2159,18,15,2,0
2160,18,15,3,0
2161,18,15,4,0
2162,18,15,5,0
2163,18,15,6,0
2164,18,15,7,0
2165,18,15,8,0
2166,18,15,9,0
2167,18,15,10,0
2168,18,15,11,0
2169,18,15,12,0
2170,18,15,13,0
2171,18,15,14,0
2172,18,15,15,0
2173,18,15,16,0
2174,18,15,17,0
2175,18,15,18,0
2176,18,15,19,0
2177,18,15,20,0
2178,18,15,21,0
2179,18,15,22,0
2180,18,15,23,0
2181,18,15,24,0
2182,18,15,25,0
2183,18,15,26,0
2184,18,15,27,0
2185,18,15,28,0
2186,18,15,29,0
2187,18,15,30,0
2188,18,15,31,0
2189,18,15,32,0
2190,18,15,33,0
2191,18,15,34,0
2192,18,15,35,0
2193,18,15,36,0
2194,18,15,37,0
2195,18,15,38,0
2196,18,15,39,0
2197,18,15,40,0
2198,18,15,41,0
2199,18,15,42,0
2200,18,15,43,0
2201,18,15,44,0
2202,18,15,45,0
2203,18,15,46,0
2204,18,15,47,0
2205,18,15,48,0
2206,18,15,49,0
2207,18,15,50,0
2208,18,15,51,0
2209,18,15,52,0
2210,18,15,53,0
2211,18,15,54,0
2212,18,15,55,0
2213,18,15,56,0
2214,18,15,57,0
2215,18,15,58,0
2216,18,15,59,0
2217,18,15,60,0
2218,18,15,61,0
2219,18,15,62,0
2220,18,15,63,0
2221,18,15,64,0
2222,18,15,65,0
2223,18,15,66,0
2224,18,15,67,0
2225,18,15,68,0
2226,18,15,69,0
2227,18,15,70,0
2228,18,15,71,0
2229,18,15,72,0
2230,18,15,73,0
2231,18,15,74,0
2232,18,16,75,0
2233,18,16,76,0
2234,18,16,77,0
2235,18,16,78,0
2236,18,16,79,0
2237,18,16,80,0
2238,18,16,81,0
2239,18,16,82,0
2240,18,16,83,0
2241,18,16,84,0
2242,18,16,85,0
2243,18,16,86,0
2244,18,16,87,0
2245,18,16,88,0
2246,18,16,89,0
2247,18,16,90,0
2248,18,16,91,0
2249,18,16,92,0
2250,18,16,93,0
2251,18,16,94,0
2252,18,16,95,0
2253,18,16,96,0
2254,18,16,97,0
2255,18,16,98,0
2256,18,16,99,0
2257,18,16,100,0
2258,18,16,101,0
2259,18,16,102,0
2260,18,16,103,0
2261,18,16,104,0
2262,18,16,105,0
2263,18,16,106,0
2264,18,16,107,0
2265,18,16,108,0
2266,18,16,109,0
2267,18,16,110,0
2268,19,16,0,0
2269,19,16,1,0
2270,19,16,2,0
2271,19,16,3,0
2272,19,16,4,0
2273,19,16,5,0
2274,19,16,6,0
2275,19,16,7,0
2276,19,16,8,0
2277,19,16,9,0
2278,19,16,10,0
2279,19,16,11,0
2280,19,16,12,0
2281,19,16,13,0
2282,19,16,14,0
2283,19,16,15,0
2284,19,16,16,0
2285,19,16,17,0
2286,19,16,18,0
2287,19,16,19,0
2288,19,16,20,0
2289,19,16,21,0
2290,19,16,22,0
2291,19,16,23,0
2292,19,16,24,0
2293,19,16,25,0
2294,19,16,26,0
2295,19,16,27,0
2296,19,16,28,0
2297,19,16,29,0
2298,19,16,30,0
2299,19,16,31,0
2300,19,16,32,0
2301,19,16,33,0
2302,19,16,34,0
2303,19,16,35,0
2304,19,16,36,0
2305,19,16,37,0
2306,19,16,38,0
2307,19,16,39,0
2308,19,16,40,0
2309,19,16,41,0
2310,19,16,42,0
2311,19,16,43,0
2312,19,16,44,0
2313,19,16,45,0
2314,19,16,46,0
2315,19,16,47,0
2316,19,16,48,0
2317,19,16,49,0
2318,19,16,50,0
2319,19,16,51,0
2320,19,16,52,0
2321,19,16,53,0
2322,19,16,54,0
2323,19,16,55,0
2324,19,16,56,0
2325,19,16,57,0
2326,19,16,58,0
2327,19,16,59,0
2328,19,16,60,0
2329,19,16,61,0
2330,19,16,62,0
2331,19,16,63,0
2332,19,16,64,0
2333,19,16,65,0
2334,19,16,66,0
2335,19,16,67,0
2336,19,16,68,0
2337,19,16,69,0
2338,19,16,70,0
2339,19,16,71,0
2340,19,16,72,0
2341,19,16,73,0
2342,19,16,74,0
2343,19,16,75,0
2344,19,16,76,0
2345,19,16,77,0
2346,19,16,78,0
2347,19,16,79,0
2348,19,16,80,0
2349,19,16,81,0
2350,19,16,82,0
2351,19,16,83,0
2352,19,16,84,0
2353,19,16,85,0
2354,19,16,86,0
2355,19,16,87,0
2356,19,16,88,0
2357,19,16,89,0
2358,19,16,90,0
2359,19,16,91,0
2360,19,16,92,0
2361,19,16,93,0
2362,19,16,94,0
2363,19,16,95,0
2364,19,16,96,0
2365,19,16,97,0
2366,19,16,98,0
2367,20,16,0,0
2368,20,16,1,0
2369,20,16,2,0
2370,20,16,3,0
2371,20,16,4,0
2372,20,16,5,0
2373,20,16,6,0
2374,20,16,7,0
2375,20,16,8,0
2376,20,16,9,0
2377,20,16,10,0
2378,20,16,11,0
2379,20,16,12,0
2380,20,16,13,0
2381,20,16,14,0
2382,20,16,15,0
2383,20,16,16,0
2384,20,16,17,0
2385,20,16,18,0
2386,20,16,19,0
2387,20,16,20,0
2388,20,16,21,0
2389,20,16,22,0
2390,20,16,23,0
2391,20,16,24,0
2392,20,16,25,0
2393,20,16,26,0
2394,20,16,27,0
2395,20,16,28,0
2396,20,16,29,0
2397,20,16,30,0
2398,20,16,31,0
2399,20,16,32,0
2400,20,16,33,0
2401,20,16,34,0
2402,20,16,35,0
2403,20,16,36,0
2404,20,16,37,0
2405,20,16,38,0
2406,20,16,39,0
2407,20,16,40,0
2408,20,16,41,0
2409,20,16,42,0
2410,20,16,43,0
2411,20,16,44,0
2412,20,16,45,0
2413,20,16,46,0
2414,20,16,47,0
2415,20,16,48,0
2416,20,16,49,0
2417,20,16,50,0
2418,20,16,51,0
2419,20,16,52,0
2420,20,16,53,0
2421,20,16,54,0
2422,20,16,55,0
2423,20,16,56,0
2424,20,16,57,0
2425,20,16,58,0
2426,20,16,59,0
2427,20,16,60,0
2428,20,16,61,0
2429,20,16,62,0
2430,20,16,63,0
2431,20,16,64,0
2432,20,16,65,0
2433,20,16,66,0
2434,20,16,67,0
2435,20,16,68,0
2436,20,16,69,0
2437,20,16,70,0
2438,20,16,71,0
2439,20,16,72,0
2440,20,16,73,0
2441,20,16,74,0
2442,20,16,75,0
2443,20,16,76,0
2444,20,16,77,0
2445,20,16,78,0
2446,20,16,79,0
2447,20,16,80,0
2448,20,16,81,0
2449,20,16,82,0
2450,20,16,83,0
2451,20,16,84,0
2452,20,16,85,0
2453,20,16,86,0
2454,20,16,87,0
2455,20,16,88,0
2456,20,16,89,0
2457,20,16,90,0
2458,20,16,91,0
2459,20,16,92,0
2460,20,16,93,0
2461,20,16,94,0
2462,20,16,95,0
2463,20,16,96,0
2464,20,16,97,0
2465,20,16,98,0
2466,20,16,99,0
2467,20,16,100,0
2468,20,16,101,0
2469,20,16,102,0
2470,20,16,103,0
2471,20,16,104,0
2472,20,16,105,0
2473,20,16,106,0
2474,20,16,107,0
2475,20,16,108,0
2476,20,16,109,0
2477,20,16,110,0
2478,20,16,111,0
2479,20,16,112,0
2480,20,16,113,0
2481,20,16,114,0
2482,20,16,115,0
2483,20,16,116,0
2484,20,16,117,0
2485,20,16,118,0
2486,20,16,119,0
2487,20,16,120,0
2488,20,16,121,0
2489,20,16,122,0
2490,20,16,123,0
2491,20,16,124,0
2492,20,16,125,0
2493,20,16,126,0
2494,20,16,127,0
2495,20,16,128,0
2496,20,16,129,0
2497,20,16,130,0
2498,20,16,131,0
2499,20,16,132,0
2500,20,16,133,0
2501,20,16,134,0
2502,20,16,135,0
2503,21,17,0,0
2504,21,17,1,0
2505,21,17,2,0
2506,21,17,3,0
2507,21,17,4,0
2508,21,17,5,0
2509,21,17,6,0
2510,21,17,7,0
2511,21,17,8,0
2512,21,17,9,0
2513,21,17,10,0
2514,21,17,11,0
2515,21,17,12,0
2516,21,17,13,0
2517,21,17,14,0
2518,21,17,15,0
2519,21,17,16,0
2520,21,17,17,0
2521,21,17,18,0
2522,21,17,19,0
2523,21,17,20,0
2524,21,17,21,0
2525,21,17,22,0
2526,21,17,23,0
2527,21,17,24,0
2528,21,17,25,0
2529,21,17,26,0
2530,21,17,27,0
2531,21,17,28,0
2532,21,17,29,0
2533,21,17,30,0
2534,21,17,31,0
2535,21,17,32,0
2536,21,17,33,0
2537,21,17,34,0
2538,21,17,35,0
2539,21,17,36,0
2540,21,17,37,0
2541,21,17,38,0
2542,21,17,39,0
2543,21,17,40,0
2544,21,17,41,0
2545,21,17,42,0
2546,21,17,43,0
2547,21,17,44,0
2548,21,17,45,0
2549,21,17,46,0
2550,21,17,47,0
2551,21,17,48,0
2552,21,17,49,0
2553,21,17,50,0
2554,21,17,51,0
2555,21,17,52,0
2556,21,17,53,0
2557,21,17,54,0
2558,21,17,55,0
2559,21,17,56,0
2560,21,17,57,0
2561,21,17,58,0
2562,21,17,59,0
2563,21,17,60,0
2564,21,17,61,0
2565,21,17,62,0
2566,21,17,63,0
2567,21,17,64,0
2568,21,17,65,0
2569,21,17,66,0
2570,21,17,67,0
2571,21,17,68,0
2572,21,17,69,0
2573,21,17,70,0
2574,21,17,71,0
2575,21,17,72,0
2576,21,17,73,0
2577,21,17,74,0
2578,21,17,75,0
2579,21,17,76,0
2580,21,17,77,0
2581,21,17,78,0
2582,21,17,79,0
2583,21,17,80,0
2584,21,17,81,0
2585,21,17,82,0
2586,21,17,83,0
2587,21,17,84,0
2588,21,17,85,0
2589,21,17,86,0
2590,21,17,87,0
2591,21,17,88,0
2592,21,17,89,0
2593,21,17,90,0
2594,21,17,91,0
2595,21,17,92,0
2596,21,17,93,0
2597,21,17,94,0
2598,21,17,95,0
2599,21,17,96,0
2600,21,17,97,0
2601,21,17,98,0
2602,21,17,99,0
2603,21,17,100,0
2604,21,17,101,0
2605,21,17,102,0
2606,21,17,103,0
2607,21,17,104,0
2608,21,17,105,0
2609,21,17,106,0
2610,21,17,107,0
2611,21,17,108,0
2612,21,17,109,0
2613,21,17,110,0
2614,21,17,111,0
2615,21,17,112,0
2616,22,17,0,0
2617,22,17,1,0
2618,22,17,2,0
2619,22,17,3,0
2620,22,17,4,0
2621,22,17,5,0
2622,22,17,6,0
2623,22,17,7,0
2624,22,17,8,0
2625,22,17,9,0
