Ayat_ID,surat_ID,para_ID,only_aayat_no,mark
540,4,5,43,0
541,4,5,44,0
542,4,5,45,0
543,4,5,46,0
544,4,5,47,0
545,4,5,48,0
546,4,5,49,0
547,4,5,50,0
548,4,5,51,0
549,4,5,52,0
550,4,5,53,0
551,4,5,54,0
552,4,5,55,0
553,4,5,56,0
554,4,5,57,0
555,4,5,58,0
556,4,5,59,0
557,4,5,60,0
558,4,5,61,0
559,4,5,62,0
560,4,5,63,0
561,4,5,64,0
562,4,5,65,0
563,4,5,66,0
564,4,5,67,0
565,4,5,68,0
566,4,5,69,0
567,4,5,70,0
568,4,5,71,0
569,4,5,72,0
570,4,5,73,0
571,4,5,74,0
572,4,5,75,0
573,4,5,76,0
574,4,5,77,0
575,4,5,78,0
576,4,5,79,0
577,4,5,80,0
578,4,5,81,0
579,4,5,82,0
580,4,5,83,0
581,4,5,84,0
582,4,5,85,0
583,4,5,86,0
584,4,5,87,0
585,4,5,88,0
586,4,5,89,0
587,4,5,90,0
588,4,5,91,0
589,4,5,92,0
590,4,5,93,0
591,4,5,94,0
592,4,5,95,0
593,4,5,96,0
594,4,5,97,0
595,4,5,98,0
596,4,5,99,0
597,4,5,100,0
598,4,5,101,0
599,4,5,102,0
600,4,5,103,0
601,4,5,104,0
602,4,5,105,0
603,4,5,106,0
604,4,5,107,0
605,4,5,108,0
606,4,5,109,0
607,4,5,110,0
608,4,5,111,0
609,4,5,112,0
610,4,5,113,0
611,4,5,114,0
612,4,5,115,0
613,4,5,116,0
614,4,5,117,0
615,4,5,118,0
616,4,5,119,0
617,4,5,120,0
618,4,5,121,0
619,4,5,122,0
620,4,5,123,0
621,4,5,124,0
622,4,5,125,0
623,4,5,126,0
624,4,5,127,0
625,4,5,128,0
626,4,5,129,0
627,4,5,130,0
628,4,5,131,0
629,4,5,132,0
630,4,5,133,0
631,4,5,134,0
632,4,5,135,0
633,4,5,136,0
634,4,5,137,0
635,4,5,138,0
636,4,5,139,0
637,4,5,140,0
638,4,5,141,0
639,4,5,142,0
640,4,5,143,0
641,4,5,144,0
642,4,5,145,0
643,4,5,146,0
644,4,5,147,0
645,4,6,148,0
646,4,6,149,0
647,4,6,150,0
648,4,6,151,0
649,4,6,152,0
650,4,6,153,0
651,4,6,154,0
652,4,6,155,0
653,4,6,156,0
654,4,6,157,0
655,4,6,158,0
656,4,6,159,0
657,4,6,160,0
658,4,6,161,0
659,4,6,162,0
660,4,6,163,0
661,4,6,164,0
662,4,6,165,0
663,4,6,166,0
664,4,6,167,0
665,4,6,168,0
666,4,6,169,0
667,4,6,170,0
668,4,6,171,0
669,4,6,172,0
670,4,6,173,0
671,4,6,174,0
672,4,6,175,0
673,4,6,176,0
674,5,6,0,0
675,5,6,1,0
676,5,6,2,0
677,5,6,3,0
678,5,6,4,0
679,5,6,5,0
680,5,6,6,0
681,5,6,7,0
682,5,6,8,0
683,5,6,9,0
684,5,6,10,0
685,5,6,11,0
686,5,6,12,0
687,5,6,13,0
688,5,6,14,0
689,5,6,15,0
690,5,6,16,0
691,5,6,17,0
692,5,6,18,0
693,5,6,19,0
694,5,6,20,0
695,5,6,21,0
696,5,6,22,0
697,5,6,23,0
698,5,6,24,0
699,5,6,25,0
700,5,6,26,0
701,5,6,27,0
702,5,6,28,0
703,5,6,29,0
704,5,6,30,0
705,5,6,31,0
706,5,6,32,0
707,5,6,33,0
708,5,6,34,0
709,5,6,35,0
710,5,6,36,0
711,5,6,37,0
712,5,6,38,0
713,5,6,39,0
714,5,6,40,0
715,5,6,41,0
716,5,6,42,0
717,5,6,43,0
718,5,6,44,0
719,5,6,45,0
720,5,6,46,0
721,5,6,47,0
722,5,6,48,0
723,5,6,49,0
724,5,6,50,0
725,5,6,51,0
726,5,6,52,0
727,5,6,53,0
728,5,6,54,0
729,5,6,55,0
730,5,6,56,0
731,5,6,57,0
732,5,6,58,0
733,5,6,59,0
734,5,6,60,0
735,5,6,61,0
736,5,6,62,0
737,5,6,63,0
738,5,6,64,0
739,5,6,65,0
740,5,6,66,0
741,5,6,67,0
742,5,6,68,0
743,5,6,69,0
744,5,6,70,0
745,5,6,71,0
746,5,6,72,0
747,5,6,73,0
748,5,6,74,0
749,5,6,75,0
750,5,6,76,0
751,5,6,77,0
752,5,6,78,0
753,5,6,79,0
754,5,6,80,0
755,5,6,81,0
756,5,6,82,0
757,5,7,83,0
758,5,7,84,0
759,5,7,85,0
760,5,7,86,0
761,5,7,87,0
762,5,7,88,0
763,5,7,89,0
764,5,7,90,0
765,5,7,91,0
766,5,7,92,0
767,5,7,93,0
768,5,7,94,0
769,5,7,95,0
770,5,7,96,0
771,5,7,97,0
772,5,7,98,0
773,5,7,99,0
774,5,7,100,0
775,5,7,101,0
776,5,7,102,0
777,5,7,103,0
778,5,7,104,0
779,5,7,105,0
780,5,7,106,0
781,5,7,107,0
782,5,7,108,0
783,5,7,109,0
784,5,7,110,0
785,5,7,111,0
786,5,7,112,0
787,5,7,113,0
788,5,7,114,0
789,5,7,115,0
790,5,7,116,0
791,5,7,117,0
792,5,7,118,0
793,5,7,119,0
794,5,7,120,0
795,6,7,0,0
796,6,7,1,0
797,6,7,2,0
798,6,7,3,0
799,6,7,4,0
800,6,7,5,0
801,6,7,6,0
802,6,7,7,0
803,6,7,8,0
804,6,7,9,0
805,6,7,10,0
806,6,7,11,0
807,6,7,12,0
808,6,7,13,0
809,6,7,14,0
810,6,7,15,0
811,6,7,16,0
812,6,7,17,0
813,6,7,18,0
814,6,7,19,0
815,6,7,20,0
816,6,7,21,0
817,6,7,22,0
818,6,7,23,0
819,6,7,24,0
820,6,7,25,0
821,6,7,26,0
822,6,7,27,0
823,6,7,28,0
824,6,7,29,0
825,6,7,30,0
826,6,7,31,0
827,6,7,32,0
828,6,7,33,0
829,6,7,34,0
830,6,7,35,0
831,6,7,36,0
832,6,7,37,0
833,6,7,38,0
834,6,7,39,0
835,6,7,40,0
836,6,7,41,0
837,6,7,42,0
838,6,7,43,0
839,6,7,44,0
840,6,7,45,0
841,6,7,46,0
842,6,7,47,0
843,6,7,48,0
844,6,7,49,0
845,6,7,50,0
846,6,7,51,0
847,6,7,52,0
848,6,7,53,0
849,6,7,54,0
850,6,7,55,0
851,6,7,56,0
852,6,7,57,0
853,6,7,58,0
854,6,7,59,0
855,6,7,60,0
856,6,7,61,0
857,6,7,62,0
858,6,7,63,0
859,6,7,64,0
860,6,7,65,0
861,6,7,66,0
862,6,7,67,0
863,6,7,68,0
864,6,7,69,0
865,6,7,70,0
866,6,7,71,0
867,6,7,72,0
868,6,7,73,0
869,6,7,74,0
870,6,7,75,0
871,6,7,76,0
872,6,7,77,0
873,6,7,78,0
874,6,7,79,0
875,6,7,80,0
876,6,7,81,0
877,6,7,82,0
878,6,7,83,0
879,6,7,84,0
880,6,7,85,0
881,6,7,86,0
882,6,7,87,0
883,6,7,88,0
884,6,7,89,0
885,6,7,90,0
886,6,7,91,0
887,6,7,92,0
888,6,7,93,0
889,6,7,94,0
890,6,7,95,0
891,6,7,96,0
892,6,7,97,0
893,6,7,98,0
894,6,7,99,0
895,6,7,100,0
896,6,7,101,0
897,6,7,102,0
898,6,7,103,0
899,6,7,104,0
900,6,7,105,0
901,6,7,106,0
902,6,7,107,0
903,6,7,108,0
904,6,7,109,0
905,6,7,110,0
906,6,8,111,0
907,6,8,112,0
908,6,8,113,0
909,6,8,114,0
910,6,8,115,0
911,6,8,116,0
912,6,8,117,0
913,6,8,118,0
914,6,8,119,0
915,6,8,120,0
916,6,8,121,0
917,6,8,122,0
918,6,8,123,0
919,6,8,124,0
920,6,8,125,0
921,6,8,126,0
922,6,8,127,0
923,6,8,128,0
924,6,8,129,0
925,6,8,130,0
926,6,8,131,0
927,6,8,132,0
928,6,8,133,0
929,6,8,134,0
930,6,8,135,0
931,6,8,136,0
932,6,8,137,0
933,6,8,138,0
934,6,8,139,0
935,6,8,140,0
936,6,8,141,0
937,6,8,142,0
938,6,8,143,0
939,6,8,144,0
940,6,8,145,0
941,6,8,146,0
942,6,8,147,0
943,6,8,148,0
944,6,8,149,0
945,6,8,150,0
946,6,8,151,0
947,6,8,152,0
948,6,8,153,0
949,6,8,154,0
950,6,8,155,0
951,6,8,156,0
952,6,8,157,0
953,6,8,158,0
954,6,8,159,0
955,6,8,160,0
956,6,8,161,0
957,6,8,162,0
958,6,8,163,0
959,6,8,164,0
960,6,8,165,0
961,7,8,0,0
962,7,8,1,0
963,7,8,2,0
964,7,8,3,0
965,7,8,4,0
966,7,8,5,0
967,7,8,6,0
968,7,8,7,0
969,7,8,8,0
970,7,8,9,0
971,7,8,10,0
972,7,8,11,0
973,7,8,12,0
974,7,8,13,0
975,7,8,14,0
976,7,8,15,0
977,7,8,16,0
978,7,8,17,0
979,7,8,18,0
980,7,8,19,0
981,7,8,20,0
982,7,8,21,0
983,7,8,22,0
984,7,8,23,0
985,7,8,24,0
986,7,8,25,0
987,7,8,26,0
988,7,8,27,0
989,7,8,28,0
990,7,8,29,0
991,7,8,30,0
992,7,8,31,0
993,7,8,32,0
994,7,8,33,0
995,7,8,34,0
996,7,8,35,0
997,7,8,36,0
998,7,8,37,0
999,7,8,38,0
1000,7,8,39,0
1001,7,8,40,0
1002,7,8,41,0
1003,7,8,42,0
1004,7,8,43,0
1005,7,8,44,0
1006,7,8,45,0
1007,7,8,46,0
1008,7,8,47,0
1009,7,8,48,0
1010,7,8,49,0
1011,7,8,50,0
1012,7,8,51,0
1013,7,8,52,0
1014,7,8,53,0
1015,7,8,54,0
1016,7,8,55,0
1017,7,8,56,0
1018,7,8,57,0
1019,7,8,58,0
1020,7,8,59,0
1021,7,8,60,0
1022,7,8,61,0
1023,7,8,62,0
1024,7,8,63,0
1025,7,8,64,0
1026,7,8,65,0
1027,7,8,66,0
1028,7,8,67,0
1029,7,8,68,0
1030,7,8,69,0
1031,7,8,70,0
1032,7,8,71,0
1033,7,8,72,0
1034,7,8,73,0
1035,7,8,74,0
1036,7,8,75,0
1037,7,8,76,0
1038,7,8,77,0
1039,7,8,78,0
1040,7,8,79,0
1041,7,8,80,0
1042,7,8,81,0
1043,7,8,82,0
1044,7,8,83,0
1045,7,8,84,0
1046,7,8,85,0
1047,7,8,86,0
1048,7,8,87,0
1049,7,9,88,0
1050,7,9,89,0
1051,7,9,90,0
1052,7,9,91,0
1053,7,9,92,0
1054,7,9,93,0
1055,7,9,94,0
1056,7,9,95,0
1057,7,9,96,0
1058,7,9,97,0
1059,7,9,98,0
1060,7,9,99,0
1061,7,9,100,0
1062,7,9,101,0
1063,7,9,102,0
1064,7,9,103,0
1065,7,9,104,0
1066,7,9,105,0
1067,7,9,106,0
1068,7,9,107,0
1069,7,9,108,0
1070,7,9,109,0
1071,7,9,110,0
1072,7,9,111,0
1073,7,9,112,0
1074,7,9,113,0
1075,7,9,114,0
1076,7,9,115,0
1077,7,9,116,0
1078,7,9,117,0
1079,7,9,118,0
1080,7,9,119,0
1081,7,9,120,0
1082,7,9,121,0
1083,7,9,122,0
1084,7,9,123,0
1085,7,9,124,0
1086,7,9,125,0
1087,7,9,126,0
1088,7,9,127,0
1089,7,9,128,0
1090,7,9,129,0
1091,7,9,130,0
1092,7,9,131,0
1093,7,9,132,0
1094,7,9,133,0
1095,7,9,134,0
1096,7,9,135,0
1097,7,9,136,0
1098,7,9,137,0
1099,7,9,138,0
1100,7,9,139,0
1101,7,9,140,0
1102,7,9,141,0
1103,7,9,142,0
1104,7,9,143,0
1105,7,9,144,0
1106,7,9,145,0
1107,7,9,146,0
1108,7,9,147,0
1109,7,9,148,0
1110,7,9,149,0
1111,7,9,150,0
1112,7,9,151,0
1113,7,9,152,0
1114,7,9,153,0
1115,7,9,154,0
1116,7,9,155,0
1117,7,9,156,0
1118,7,9,157,0
1119,7,9,158,0
1120,7,9,159,0
1121,7,9,160,0
1122,7,9,161,0
1123,7,9,162,0
1124,7,9,163,0
1125,7,9,164,0
1126,7,9,165,0
1127,7,9,166,0
1128,7,9,167,0
1129,7,9,168,0
1130,7,9,169,0
1131,7,9,170,0
1132,7,9,171,0
1133,7,9,172,0
1134,7,9,173,0
1135,7,9,174,0
1136,7,9,175,0
1137,7,9,176,0
1138,7,9,177,0
1139,7,9,178,0
1140,7,9,179,0
1141,7,9,180,0
1142,7,9,181,0
1143,7,9,182,0
1144,7,9,183,0
1145,7,9,184,0
1146,7,9,185,0
1147,7,9,186,0
1148,7,9,187,0
1149,7,9,188,0
1150,7,9,189,0
1151,7,9,190,0
1152,7,9,191,0
1153,7,9,192,0
1154,7,9,193,0
1155,7,9,194,0
1156,7,9,195,0
1157,7,9,196,0
1158,7,9,197,0
1159,7,9,198,0
1160,7,9,199,0
1161,7,9,200,0
1162,7,9,201,0
1163,7,9,202,0
1164,7,9,203,0
1165,7,9,204,0
1166,7,9,205,0
1167,7,9,206,0
1168,8,9,0,0
1169,8,9,1,0
1170,8,9,2,0
1171,8,9,3,0
1172,8,9,4,0
1173,8,9,5,0
1174,8,9,6,0
1175,8,9,7,0
1176,8,9,8,0
1177,8,9,9,0
1178,8,9,10,0
1179,8,9,11,0
1180,8,9,12,0
1181,8,9,13,0
1182,8,9,14,0
1183,8,9,15,0
1184,8,9,16,0
1185,8,9,17,0
1186,8,9,18,0
1187,8,9,19,0
1188,8,9,20,0
1189,8,9,21,0
1190,8,9,22,0
1191,8,9,23,0
1192,8,9,24,0
1193,8,9,25,0
1194,8,9,26,0
1195,8,9,27,0
1196,8,9,28,0
1197,8,9,29,0
1198,8,9,30,0
1199,8,9,31,0
1200,8,9,32,0
1201,8,9,33,0
1202,8,9,34,0
1203,8,9,35,0
1204,8,9,36,0
1205,8,9,37,0
1206,8,9,38,0
1207,8,9,39,0
1208,8,9,40,0
1209,8,10,41,0
1210,8,10,42,0
1211,8,10,43,0
1212,8,10,44,0
1213,8,10,45,0
1214,8,10,46,0
1215,8,10,47,0
1216,8,10,48,0
1217,8,10,49,0
1218,8,10,50,0
1219,8,10,51,0
1220,8,10,52,0
1221,8,10,53,0
1222,8,10,54,0
1223,8,10,55,0
1224,8,10,56,0
1225,8,10,57,0
1226,8,10,58,0
1227,8,10,59,0
1228,8,10,60,0
1229,8,10,61,0
1230,8,10,62,0
1231,8,10,63,0
1232,8,10,64,0
1233,8,10,65,0
1234,8,10,66,0
1235,8,10,67,0
1236,8,10,68,0
1237,8,10,69,0
1238,8,10,70,0
1239,8,10,71,0
1240,8,10,72,0
1241,8,10,73,0
1242,8,10,74,0
1243,8,10,75,0
1244,9,10,1,0
1245,9,10,2,0
1246,9,10,3,0
1247,9,10,4,0
1248,9,10,5,0
1249,9,10,6,0
1250,9,10,7,0
1251,9,10,8,0
1252,9,10,9,0
1253,9,10,10,0
1254,9,10,11,0
1255,9,10,12,0
1256,9,10,13,0
1257,9,10,14,0
1258,9,10,15,0
1259,9,10,16,0
1260,9,10,17,0
1261,9,10,18,0
1262,9,10,19,0
1263,9,10,20,0
1264,9,10,21,0
1265,9,10,22,0
1266,9,10,23,0
1267,9,10,24,0
1268,9,10,25,0
1269,9,10,26,0
1270,9,10,27,0
1271,9,10,28,0
1272,9,10,29,0
1273,9,10,30,0
1274,9,10,31,0
1275,9,10,32,0
1276,9,10,33,0
1277,9,10,34,0
1278,9,10,35,0
1279,9,10,36,0
1280,9,10,37,0
1281,9,10,38,0
1282,9,10,39,0
1283,9,10,40,0
1284,9,10,41,0
1285,9,10,42,0
1286,9,10,43,0
1287,9,10,44,0
1288,9,10,45,0
1289,9,10,46,0
1290,9,10,47,0
1291,9,10,48,0
1292,9,10,49,0
1293,9,10,50,0
1294,9,10,51,0
1295,9,10,52,0
1296,9,10,53,0
1297,9,10,54,0
1298,9,10,55,0
1299,9,10,56,0
1300,9,10,57,0
1301,9,10,58,0
1302,9,10,59,0
1303,9,10,60,0
1304,9,10,61,0
1305,9,10,62,0
1306,9,10,63,0
1307,9,10,64,0
1308,9,10,65,0
1309,9,10,66,0
1310,9,10,67,0
1311,9,10,68,0
1312,9,10,69,0
1313,9,10,70,0
1314,9,10,71,0
1315,9,10,72,0
1316,9,10,73,0
1317,9,10,74,0
1318,9,10,75,0
1319,9,10,76,0
1320,9,10,77,0
1321,9,10,78,0
1322,9,10,79,0
1323,9,10,80,0
1324,9,10,81,0
1325,9,10,82,0
1326,9,10,83,0
1327,9,10,84,0
1328,9,10,85,0
1329,9,10,86,0
1330,9,10,87,0
1331,9,10,88,0
1332,9,10,89,0
1333,9,10,90,0
1334,9,10,91,0
1335,9,10,92,0
1336,9,10,93,0
1337,9,11,94,0
1338,9,11,95,0
1339,9,11,96,0
1340,9,11,97,0
1341,9,11,98,0
1342,9,11,99,0
1343,9,11,100,0
1344,9,11,101,0
1345,9,11,102,0
1346,9,11,103,0
1347,9,11,104,0
1348,9,11,105,0
1349,9,11,106,0
1350,9,11,107,0
1351,9,11,108,0
1352,9,11,109,0
1353,9,11,110,0
1354,9,11,111,0
1355,9,11,112,0
